longitude,latitude,t2m,R,G,B
46.65999984741211,0.9700000286102296,292.825756969697,241,197,55
46.65999984741211,1.2200000286102295,292.8084724242424,241,197,55
46.65999984741211,1.4700000286102295,292.7764815151515,241,197,55
46.65999984741211,1.7200000286102295,292.526466060606,241,197,55
46.65999984741211,1.9700000286102293,292.37420484848485,241,197,55
46.65999984741211,2.220000028610229,292.48205969696966,241,197,55
46.65999984741211,2.470000028610229,292.6184533333333,241,197,55
46.65999984741211,2.720000028610229,292.6348069696969,241,197,55
46.65999984741211,2.970000028610228,292.6321042424243,241,197,55
46.65999984741211,3.220000028610228,292.84933969696965,241,197,55
46.65999984741211,3.470000028610228,292.98939030303023,241,197,55
46.65999984741211,3.7200000286102295,293.01494939393945,248,118,29
46.65999984741211,3.9700000286102295,292.76322818181814,241,197,55
46.65999984741211,4.2199997901916495,292.8124036363636,241,197,55
46.65999984741211,4.46999979019165,292.8836206060606,241,197,55
46.65999984741211,4.71999979019165,293.24814060606064,248,118,29
46.65999984741211,4.96999979019165,293.7215839393938,248,118,29
46.65999984741211,5.21999979019165,294.0290672727272,248,118,29
46.65999984741211,5.46999979019165,293.18139545454545,248,118,29
46.65999984741211,5.71999979019165,291.507426969697,241,197,55
46.65999984741211,5.96999979019165,289.8158012121212,177,247,58
46.65999984741211,6.21999979019165,290.2247578787878,177,247,58
46.65999984741211,6.46999979019165,290.4602124242425,177,247,58
46.65999984741211,6.71999979019165,290.9800484848485,177,247,58
46.65999984741211,6.96999979019165,290.08384242424245,177,247,58
46.65999984741211,7.21999979019165,288.63885606060614,74,247,130
46.65999984741211,7.46999979019165,287.4627818181818,74,247,130
46.65999984741211,7.71999979019165,285.68800939393935,32,204,213
46.65999984741211,7.96999979019165,284.0878896969697,68,132,245
46.65999984741211,8.220000267028809,283.15865030303024,68,132,245
46.65999984741211,8.470000267028809,283.0146412121212,68,132,245
46.65999984741211,8.720000267028809,283.23306060606063,68,132,245
46.65999984741211,8.970000267028809,283.8106218181818,68,132,245
46.65999984741211,9.220000267028807,284.07902121212123,68,132,245
46.65999984741211,9.470000267028807,283.89740757575765,68,132,245
46.65999984741211,9.720000267028807,282.93319,58,49,126
46.65999984741211,9.970000267028807,282.2653024242425,58,49,126
46.65999984741211,10.220000267028807,282.228133030303,58,49,126
46.65999984741211,10.470000267028807,281.91677242424237,58,49,126
46.65999984741211,10.720000267028807,282.26011272727266,58,49,126
46.65999984741211,10.970000267028807,284.06660757575764,68,132,245
46.65999984741211,11.220000267028807,287.1326730303031,74,247,130
46.65999984741211,11.470000267028807,287.92123333333325,74,247,130
46.65999984741211,11.720000267028807,286.74521151515154,32,204,213
46.65999984741211,11.970000267028807,285.6307606060606,32,204,213
46.90999984741211,0.9700000286102296,292.7254969696969,241,197,55
46.90999984741211,1.2200000286102295,292.737363030303,241,197,55
46.90999984741211,1.4700000286102295,292.7896081818181,241,197,55
46.90999984741211,1.7200000286102295,292.81375606060595,241,197,55
46.90999984741211,1.9700000286102293,292.714489090909,241,197,55
46.90999984741211,2.220000028610229,292.7614096969696,241,197,55
46.90999984741211,2.470000028610229,292.76936242424244,241,197,55
46.90999984741211,2.720000028610229,292.6606230303031,241,197,55
46.90999984741211,2.970000028610228,292.69563636363637,241,197,55
46.90999984741211,3.220000028610228,292.76442727272735,241,197,55
46.90999984741211,3.470000028610228,292.6899518181818,241,197,55
46.90999984741211,3.7200000286102295,292.45720272727266,241,197,55
46.90999984741211,3.9700000286102295,291.92653242424234,241,197,55
46.90999984741211,4.2199997901916495,292.11954060606064,241,197,55
46.90999984741211,4.46999979019165,292.3477115151516,241,197,55
46.90999984741211,4.71999979019165,292.79892363636367,241,197,55
46.90999984741211,4.96999979019165,293.2625887878788,248,118,29
46.90999984741211,5.21999979019165,293.53142969696967,248,118,29
46.90999984741211,5.46999979019165,293.3858772727272,248,118,29
46.90999984741211,5.71999979019165,292.65223848484845,241,197,55
46.90999984741211,5.96999979019165,291.0197848484849,241,197,55
46.90999984741211,6.21999979019165,290.3204718181818,177,247,58
46.90999984741211,6.46999979019165,289.9179945454547,177,247,58
46.90999984741211,6.71999979019165,290.1634160606061,177,247,58
46.90999984741211,6.96999979019165,290.18706060606064,177,247,58
46.90999984741211,7.21999979019165,290.57204030303035,177,247,58
46.90999984741211,7.46999979019165,290.2825469696969,177,247,58
46.90999984741211,7.71999979019165,289.1533057575758,177,247,58
46.90999984741211,7.96999979019165,288.0883369696969,74,247,130
46.90999984741211,8.220000267028809,287.63517060606057,74,247,130
46.90999984741211,8.470000267028809,287.0050512121212,74,247,130
46.90999984741211,8.720000267028809,285.53677878787875,32,204,213
46.90999984741211,8.970000267028809,285.31648272727267,32,204,213
46.90999984741211,9.220000267028807,285.3855939393938,32,204,213
46.90999984741211,9.470000267028807,285.58898242424243,32,204,213
46.90999984741211,9.720000267028807,284.7698790909091,68,132,245
46.90999984741211,9.970000267028807,283.39900121212133,68,132,245
46.90999984741211,10.220000267028807,282.82387000000006,58,49,126
46.90999984741211,10.470000267028807,282.33257030303037,58,49,126
46.90999984741211,10.720000267028807,281.79756545454563,58,49,126
46.90999984741211,10.970000267028807,282.7312063636363,58,49,126
46.90999984741211,11.220000267028807,283.41735212121205,68,132,245
46.90999984741211,11.470000267028807,284.75950939393937,68,132,245
46.90999984741211,11.720000267028807,284.8985854545455,68,132,245
46.90999984741211,11.970000267028807,284.38737363636363,68,132,245
47.15999984741211,0.9700000286102296,292.62242454545463,241,197,55
47.15999984741211,1.2200000286102295,292.64423242424243,241,197,55
47.15999984741211,1.4700000286102295,292.7798290909092,241,197,55
47.15999984741211,1.7200000286102295,292.8627648484848,241,197,55
47.15999984741211,1.9700000286102293,292.8047218181818,241,197,55
47.15999984741211,2.220000028610229,292.6580830303031,241,197,55
47.15999984741211,2.470000028610229,292.54416060606064,241,197,55
47.15999984741211,2.720000028610229,292.41870666666665,241,197,55
47.15999984741211,2.970000028610228,292.4192048484848,241,197,55
47.15999984741211,3.220000028610228,292.45209,241,197,55
47.15999984741211,3.470000028610228,292.3243357575757,241,197,55
47.15999984741211,3.7200000286102295,292.05742272727275,241,197,55
47.15999984741211,3.9700000286102295,291.4474621212122,241,197,55
47.15999984741211,4.2199997901916495,291.6048912121212,241,197,55
47.15999984741211,4.46999979019165,291.7260018181819,241,197,55
47.15999984741211,4.71999979019165,292.0872972727273,241,197,55
47.15999984741211,4.96999979019165,292.56912575757576,241,197,55
47.15999984741211,5.21999979019165,293.0480251515152,248,118,29
47.15999984741211,5.46999979019165,293.39024696969693,248,118,29
47.15999984741211,5.71999979019165,292.95385606060614,241,197,55
47.15999984741211,5.96999979019165,292.39664969696963,241,197,55
47.15999984741211,6.21999979019165,291.5796427272727,241,197,55
47.15999984741211,6.46999979019165,290.6579990909092,177,247,58
47.15999984741211,6.71999979019165,290.23883787878793,177,247,58
47.15999984741211,6.96999979019165,289.99750030303034,177,247,58
47.15999984741211,7.21999979019165,290.67836545454537,177,247,58
47.15999984741211,7.46999979019165,290.9377263636364,177,247,58
47.15999984741211,7.71999979019165,290.6379612121212,177,247,58
47.15999984741211,7.96999979019165,290.44856969696974,177,247,58
47.15999984741211,8.220000267028809,290.4358266666666,177,247,58
47.15999984741211,8.470000267028809,290.3916318181818,177,247,58
47.15999984741211,8.720000267028809,288.842916969697,74,247,130
47.15999984741211,8.970000267028809,287.990916060606,74,247,130
47.15999984741211,9.220000267028807,287.67465181818176,74,247,130
47.15999984741211,9.470000267028807,287.86622787878787,74,247,130
47.15999984741211,9.720000267028807,287.03443272727264,74,247,130
47.15999984741211,9.970000267028807,285.18510909090907,32,204,213
47.15999984741211,10.220000267028807,284.2943151515152,68,132,245
47.15999984741211,10.470000267028807,283.5651448484848,68,132,245
47.15999984741211,10.720000267028807,283.5077303030303,68,132,245
47.15999984741211,10.970000267028807,283.90120151515146,68,132,245
47.15999984741211,11.220000267028807,284.0813563636363,68,132,245
47.15999984741211,11.470000267028807,284.54936000000004,68,132,245
47.15999984741211,11.720000267028807,284.7509045454545,68,132,245
47.15999984741211,11.970000267028807,284.65693484848487,68,132,245
47.40999984741211,0.9700000286102296,292.4930948484848,241,197,55
47.40999984741211,1.2200000286102295,292.54218909090906,241,197,55
47.40999984741211,1.4700000286102295,292.7203769696971,241,197,55
47.40999984741211,1.7200000286102295,292.82257030303026,241,197,55
47.40999984741211,1.9700000286102293,292.7606015151515,241,197,55
47.40999984741211,2.220000028610229,292.51110121212133,241,197,55
47.40999984741211,2.470000028610229,292.35667545454544,241,197,55
47.40999984741211,2.720000028610229,292.21603636363636,241,197,55
47.40999984741211,2.970000028610228,292.199783939394,241,197,55
47.40999984741211,3.220000028610228,292.16076272727275,241,197,55
47.40999984741211,3.470000028610228,292.18149757575753,241,197,55
47.40999984741211,3.7200000286102295,291.9548778787878,241,197,55
47.40999984741211,3.9700000286102295,291.6152560606061,241,197,55
47.40999984741211,4.2199997901916495,291.528403939394,241,197,55
47.40999984741211,4.46999979019165,291.590486969697,241,197,55
47.40999984741211,4.71999979019165,291.5503066666668,241,197,55
47.40999984741211,4.96999979019165,291.91006303030287,241,197,55
47.40999984741211,5.21999979019165,292.5038475757575,241,197,55
47.40999984741211,5.46999979019165,292.9204536363637,241,197,55
47.40999984741211,5.71999979019165,292.9848327272727,241,197,55
47.40999984741211,5.96999979019165,292.76302787878785,241,197,55
47.40999984741211,6.21999979019165,292.3175578787878,241,197,55
47.40999984741211,6.46999979019165,291.7889512121212,241,197,55
47.40999984741211,6.71999979019165,291.10407818181824,241,197,55
47.40999984741211,6.96999979019165,290.7071851515152,177,247,58
47.40999984741211,7.21999979019165,290.96941424242414,177,247,58
47.40999984741211,7.46999979019165,291.1381993939394,241,197,55
47.40999984741211,7.71999979019165,291.32332,241,197,55
47.40999984741211,7.96999979019165,290.82987454545446,177,247,58
47.40999984741211,8.220000267028809,291.1044478787878,241,197,55
47.40999984741211,8.470000267028809,291.2580242424242,241,197,55
47.40999984741211,8.720000267028809,290.82585575757577,177,247,58
47.40999984741211,8.970000267028809,290.5558824242425,177,247,58
47.40999984741211,9.220000267028807,290.17523757575765,177,247,58
47.40999984741211,9.470000267028807,290.2920624242425,177,247,58
47.40999984741211,9.720000267028807,289.43155545454545,177,247,58
47.40999984741211,9.970000267028807,287.5389006060606,74,247,130
47.40999984741211,10.220000267028807,286.46103848484853,32,204,213
47.40999984741211,10.470000267028807,285.8250433333333,32,204,213
47.40999984741211,10.720000267028807,286.14389666666665,32,204,213
47.40999984741211,10.970000267028807,286.45580787878777,32,204,213
47.40999984741211,11.220000267028807,286.6414536363636,32,204,213
47.40999984741211,11.470000267028807,286.6300181818182,32,204,213
47.40999984741211,11.720000267028807,286.58215424242434,32,204,213
47.40999984741211,11.970000267028807,286.60850939393936,32,204,213
47.65999984741211,0.9700000286102296,292.13350030303025,241,197,55
47.65999984741211,1.2200000286102295,292.2553987878789,241,197,55
47.65999984741211,1.4700000286102295,292.4918318181818,241,197,55
47.65999984741211,1.7200000286102295,292.5953987878788,241,197,55
47.65999984741211,1.9700000286102293,292.58680787878785,241,197,55
47.65999984741211,2.220000028610229,292.4966518181818,241,197,55
47.65999984741211,2.470000028610229,292.3529109090909,241,197,55
47.65999984741211,2.720000028610229,292.24205000000006,241,197,55
47.65999984741211,2.970000028610228,292.1302363636363,241,197,55
47.65999984741211,3.220000028610228,292.06917818181813,241,197,55
47.65999984741211,3.470000028610228,292.20238818181815,241,197,55
47.65999984741211,3.7200000286102295,292.11041242424244,241,197,55
47.65999984741211,3.9700000286102295,292.00284909090914,241,197,55
47.65999984741211,4.2199997901916495,291.80249909090907,241,197,55
47.65999984741211,4.46999979019165,291.70740666666666,241,197,55
47.65999984741211,4.71999979019165,291.4981793939394,241,197,55
47.65999984741211,4.96999979019165,291.69757484848486,241,197,55
47.65999984741211,5.21999979019165,291.9446245454545,241,197,55
47.65999984741211,5.46999979019165,292.3004951515152,241,197,55
47.65999984741211,5.71999979019165,292.53849,241,197,55
47.65999984741211,5.96999979019165,292.6057936363636,241,197,55
47.65999984741211,6.21999979019165,292.26700151515166,241,197,55
47.65999984741211,6.46999979019165,292.0424590909091,241,197,55
47.65999984741211,6.71999979019165,291.3297218181818,241,197,55
47.65999984741211,6.96999979019165,291.4462981818182,241,197,55
47.65999984741211,7.21999979019165,291.6158906060605,241,197,55
47.65999984741211,7.46999979019165,291.84540030303026,241,197,55
47.65999984741211,7.71999979019165,291.5203581818181,241,197,55
47.65999984741211,7.96999979019165,290.46660636363634,177,247,58
47.65999984741211,8.220000267028809,290.7274615151515,177,247,58
47.65999984741211,8.470000267028809,290.8808036363637,177,247,58
47.65999984741211,8.720000267028809,291.1037578787878,241,197,55
47.65999984741211,8.970000267028809,291.4802312121212,241,197,55
47.65999984741211,9.220000267028807,291.41436121212126,241,197,55
47.65999984741211,9.470000267028807,291.5917412121211,241,197,55
47.65999984741211,9.720000267028807,290.7326757575758,177,247,58
47.65999984741211,9.970000267028807,289.6240121212121,177,247,58
47.65999984741211,10.220000267028807,288.78655545454546,74,247,130
47.65999984741211,10.470000267028807,288.2697118181818,74,247,130
47.65999984741211,10.720000267028807,288.45204606060605,74,247,130
47.65999984741211,10.970000267028807,288.73914545454545,74,247,130
47.65999984741211,11.220000267028807,288.9307548484848,74,247,130
47.65999984741211,11.470000267028807,288.65808939393935,74,247,130
47.65999984741211,11.720000267028807,288.65755787878794,74,247,130
47.65999984741211,11.970000267028807,288.7786375757576,74,247,130
47.90999984741211,0.9700000286102296,291.6927278787879,241,197,55
47.90999984741211,1.2200000286102295,291.85725303030307,241,197,55
47.90999984741211,1.4700000286102295,292.10701969696976,241,197,55
47.90999984741211,1.7200000286102295,292.2659566666667,241,197,55
47.90999984741211,1.9700000286102293,292.27953666666656,241,197,55
47.90999984741211,2.220000028610229,292.37616121212125,241,197,55
47.90999984741211,2.470000028610229,292.3659478787879,241,197,55
47.90999984741211,2.720000028610229,292.3597930303029,241,197,55
47.90999984741211,2.970000028610228,292.2051257575758,241,197,55
47.90999984741211,3.220000028610228,292.0935918181818,241,197,55
47.90999984741211,3.470000028610228,292.18873909090905,241,197,55
47.90999984741211,3.7200000286102295,292.1856442424242,241,197,55
47.90999984741211,3.9700000286102295,292.1122548484849,241,197,55
47.90999984741211,4.2199997901916495,292.02750939393934,241,197,55
47.90999984741211,4.46999979019165,291.8935003030303,241,197,55
47.90999984741211,4.71999979019165,291.6875603030303,241,197,55
47.90999984741211,4.96999979019165,291.62267121212125,241,197,55
47.90999984741211,5.21999979019165,291.50828333333334,241,197,55
47.90999984741211,5.46999979019165,291.84578909090914,241,197,55
47.90999984741211,5.71999979019165,291.9695660606061,241,197,55
47.90999984741211,5.96999979019165,292.11337424242424,241,197,55
47.90999984741211,6.21999979019165,291.7402318181818,241,197,55
47.90999984741211,6.46999979019165,291.4352566666667,241,197,55
47.90999984741211,6.71999979019165,290.5542251515152,177,247,58
47.90999984741211,6.96999979019165,290.91487121212134,177,247,58
47.90999984741211,7.21999979019165,291.505496060606,241,197,55
47.90999984741211,7.46999979019165,292.22441969696973,241,197,55
47.90999984741211,7.71999979019165,291.6758981818181,241,197,55
47.90999984741211,7.96999979019165,290.30901757575765,177,247,58
47.90999984741211,8.220000267028809,289.7533081818182,177,247,58
47.90999984741211,8.470000267028809,289.9014072727272,177,247,58
47.90999984741211,8.720000267028809,290.43657030303024,177,247,58
47.90999984741211,8.970000267028809,290.62582242424236,177,247,58
47.90999984741211,9.220000267028807,290.6998221212121,177,247,58
47.90999984741211,9.470000267028807,290.92263727272734,177,247,58
47.90999984741211,9.720000267028807,290.9062909090909,177,247,58
47.90999984741211,9.970000267028807,290.3447945454545,177,247,58
47.90999984741211,10.220000267028807,290.0375836363637,177,247,58
47.90999984741211,10.470000267028807,289.7844366666667,177,247,58
47.90999984741211,10.720000267028807,289.9261148484849,177,247,58
47.90999984741211,10.970000267028807,290.21583151515136,177,247,58
47.90999984741211,11.220000267028807,290.4874312121212,177,247,58
47.90999984741211,11.470000267028807,290.295823030303,177,247,58
47.90999984741211,11.720000267028807,290.34192454545456,177,247,58
47.90999984741211,11.970000267028807,290.54093060606056,177,247,58
48.15999984741211,0.9700000286102296,291.3076769696969,241,197,55
48.15999984741211,1.2200000286102295,291.46436000000006,241,197,55
48.15999984741211,1.4700000286102295,291.7353300000001,241,197,55
48.15999984741211,1.7200000286102295,291.91780272727266,241,197,55
48.15999984741211,1.9700000286102293,292.02198727272724,241,197,55
48.15999984741211,2.220000028610229,292.1420912121212,241,197,55
48.15999984741211,2.470000028610229,292.23246818181826,241,197,55
48.15999984741211,2.720000028610229,292.287623939394,241,197,55
48.15999984741211,2.970000028610228,292.2394912121212,241,197,55
48.15999984741211,3.220000028610228,292.13821151515145,241,197,55
48.15999984741211,3.470000028610228,292.11892848484854,241,197,55
48.15999984741211,3.7200000286102295,292.11307575757576,241,197,55
48.15999984741211,3.9700000286102295,292.08133727272724,241,197,55
48.15999984741211,4.2199997901916495,292.0461551515151,241,197,55
48.15999984741211,4.46999979019165,291.98111939393937,241,197,55
48.15999984741211,4.71999979019165,291.8602354545455,241,197,55
48.15999984741211,4.96999979019165,291.63002363636366,241,197,55
48.15999984741211,5.21999979019165,291.3924100000001,241,197,55
48.15999984741211,5.46999979019165,291.37159727272723,241,197,55
48.15999984741211,5.71999979019165,291.452533939394,241,197,55
48.15999984741211,5.96999979019165,291.55421969696965,241,197,55
48.15999984741211,6.21999979019165,291.4761257575758,241,197,55
48.15999984741211,6.46999979019165,291.21083666666664,241,197,55
48.15999984741211,6.71999979019165,290.43046242424236,177,247,58
48.15999984741211,6.96999979019165,290.37789484848486,177,247,58
48.15999984741211,7.21999979019165,290.9544678787878,177,247,58
48.15999984741211,7.46999979019165,292.3510551515152,241,197,55
48.15999984741211,7.71999979019165,292.2610739393939,241,197,55
48.15999984741211,7.96999979019165,291.01563878787874,241,197,55
48.15999984741211,8.220000267028809,289.98076666666657,177,247,58
48.15999984741211,8.470000267028809,289.45461666666665,177,247,58
48.15999984741211,8.720000267028809,289.86956363636364,177,247,58
48.15999984741211,8.970000267028809,289.8729572727272,177,247,58
48.15999984741211,9.220000267028807,289.83002636363653,177,247,58
48.15999984741211,9.470000267028807,290.0052133333333,177,247,58
48.15999984741211,9.720000267028807,290.3484772727272,177,247,58
48.15999984741211,9.970000267028807,290.6100409090909,177,247,58
48.15999984741211,10.220000267028807,290.55505757575764,177,247,58
48.15999984741211,10.470000267028807,290.5780848484848,177,247,58
48.15999984741211,10.720000267028807,290.654030909091,177,247,58
48.15999984741211,10.970000267028807,290.9006481818182,177,247,58
48.15999984741211,11.220000267028807,291.21197636363644,241,197,55
48.15999984741211,11.470000267028807,291.1953866666668,241,197,55
48.15999984741211,11.720000267028807,291.24767727272723,241,197,55
48.15999984741211,11.970000267028807,291.4978784848485,241,197,55
